datetime,open,high,low,close
2025-06-24 13:14:00,1.37197,1.37207,1.3715,1.372
2025-06-24 13:15:00,1.37201,1.37207,1.3716,1.37205
2025-06-24 13:16:00,1.37198,1.37207,1.3716,1.37206
2025-06-24 13:17:00,1.372,1.37215,1.3716,1.3717
2025-06-24 13:18:00,1.37212,1.37225,1.3717,1.3719
2025-06-24 13:19:00,1.37211,1.37218,1.3717,1.37212
2025-06-24 13:20:00,1.37214,1.37219,1.3717,1.3717
2025-06-24 13:21:00,1.37215,1.37218,1.3717,1.37215
2025-06-24 13:22:00,1.37215,1.37223,1.3717,1.37208
2025-06-24 13:23:00,1.3721,1.37225,1.3718,1.37224
2025-06-24 13:24:00,1.37225,1.37234,1.3718,1.37231
2025-06-24 13:25:00,1.37223,1.37231,1.3718,1.37225
2025-06-24 13:26:00,1.3722,1.37225,1.3718,1.37217
2025-06-24 13:27:00,1.37221,1.37226,1.3717,1.37221
2025-06-24 13:28:00,1.3722,1.37224,1.3718,1.37223
2025-06-24 13:29:00,1.37216,1.37222,1.3716,1.37202
2025-06-24 13:30:00,1.37203,1.37208,1.3715,1.37194
2025-06-24 13:31:00,1.37199,1.37201,1.3715,1.37192
2025-06-24 13:32:00,1.37193,1.3721,1.3716,1.37205
2025-06-24 13:33:00,1.37203,1.37209,1.3716,1.37203
2025-06-24 13:34:00,1.37202,1.37207,1.3715,1.37196
2025-06-24 13:35:00,1.37195,1.37197,1.3715,1.37192
2025-06-24 13:36:00,1.37192,1.37202,1.3715,1.37196
2025-06-24 13:37:00,1.37197,1.37215,1.3716,1.3721
2025-06-24 13:38:00,1.37209,1.37227,1.3717,1.3719
2025-06-24 13:39:00,1.37225,1.37227,1.3718,1.3718
2025-06-24 13:40:00,1.37221,1.37224,1.3717,1.3721
2025-06-24 13:41:00,1.37207,1.37215,1.3717,1.37207
2025-06-24 13:42:00,1.37207,1.37212,1.3716,1.3721
2025-06-24 13:43:00,1.3717,1.37212,1.3716,1.3716
2025-06-24 13:44:00,1.37198,1.37208,1.3716,1.37207
2025-06-24 13:45:00,1.37203,1.37207,1.3716,1.37206
2025-06-24 13:46:00,1.372,1.37207,1.3715,1.37202
2025-06-24 13:47:00,1.37197,1.37204,1.3715,1.37197
2025-06-24 13:48:00,1.37201,1.37203,1.3715,1.37184
2025-06-24 13:49:00,1.37185,1.3719,1.3714,1.3714
2025-06-24 13:50:00,1.3718,1.3719,1.3714,1.37179
2025-06-24 13:51:00,1.37179,1.3719,1.3714,1.37187
2025-06-24 13:52:00,1.37182,1.37187,1.3714,1.37182
2025-06-24 13:53:00,1.37175,1.3718,1.3713,1.37176
2025-06-24 13:54:00,1.37176,1.37184,1.3714,1.37178
