datetime,open,high,low,close
2025-06-21 05:20:00,145.992,145.99899,145.97301,145.992
2025-06-21 05:21:00,145.991,145.996,145.98,145.992
2025-06-21 05:22:00,145.992,146.0010071,145.983,145.996
2025-06-21 05:23:00,145.99699,146.0010071,145.987,145.995
2025-06-21 05:24:00,145.994,146.0010071,145.97701,145.98599
2025-06-21 05:25:00,145.98,145.989,145.978,145.987
2025-06-21 05:26:00,145.98599,145.987,145.972,145.978
2025-06-21 05:27:00,145.974,145.992,145.972,145.98801
2025-06-21 05:28:00,145.99001,145.99899,145.98399,145.992
2025-06-21 05:29:00,145.989,145.991,145.983,145.98599
2025-06-21 05:30:00,145.98399,146.0010071,145.98199,145.993
2025-06-21 05:31:00,145.994,146.0010071,145.98199,145.99001
2025-06-21 05:32:00,145.98801,146.016998,145.985,146.0019989
2025-06-21 05:33:00,146.0039978,146.016006,146.0019989,146.0099945
2025-06-21 05:34:00,146.0050049,146.022003,146.003006,146.016998
2025-06-21 05:35:00,146.014999,146.020004,146.003006,146.018005
2025-06-21 05:36:00,146.014008,146.037994,146.0079956,146.022995
2025-06-21 05:37:00,146.022995,146.029007,146.0099945,146.014999
2025-06-21 05:38:00,146.018997,146.039993,146.011993,146.037003
2025-06-21 05:39:00,146.035995,146.087006,146.029999,146.084
2025-06-21 05:40:00,146.082993,146.11,146.074005,146.095001
2025-06-21 05:41:00,146.098007,146.098999,146.070999,146.076996
2025-06-21 05:42:00,146.070999,146.087997,146.061996,146.082001
2025-06-21 05:43:00,146.080994,146.087997,146.072006,146.084
2025-06-21 05:44:00,146.087006,146.095001,146.074005,146.093002
2025-06-21 05:45:00,146.089005,146.095001,146.080002,146.087997
2025-06-21 05:46:00,146.087997,146.095993,146.080994,146.087006
2025-06-21 05:47:00,146.085999,146.098007,146.080994,146.095001
2025-06-21 05:48:00,146.093002,146.12801,146.093002,146.119
2025-06-21 05:49:00,146.12,146.12801,146.104,146.112
2025-06-21 05:50:00,146.106,146.138,146.106,146.12801
2025-06-21 05:51:00,146.129,146.14,146.119,146.129
2025-06-21 05:52:00,146.129,146.159,146.123,146.15401
2025-06-21 05:53:00,146.158,146.164,146.144,146.16299
2025-06-21 05:54:00,146.162,146.172,146.15199,146.16901
2025-06-21 05:55:00,146.16499,146.177,146.142,146.16701
2025-06-21 05:56:00,146.168,146.188,146.166,146.179
2025-06-21 05:57:00,146.179,146.185,146.16701,146.175
2025-06-21 05:58:00,146.17799,146.18401,146.16499,146.172
2025-06-21 05:59:00,146.172,146.194,146.172,146.174
2025-06-21 06:00:00,146.18201,146.216,146.172,146.2
2025-06-21 06:01:00,146.2,146.209,146.18201,146.19299
2025-06-21 06:02:00,146.19,146.19701,146.173,146.188
2025-06-21 06:03:00,146.172,146.189,146.16299,146.17
2025-06-21 06:04:00,146.17101,146.172,146.14301,146.159
2025-06-21 06:05:00,146.155,146.161,146.142,146.161
2025-06-21 06:06:00,146.161,146.162,146.15199,146.15601
2025-06-21 06:07:00,146.15601,146.16,146.147,146.16
2025-06-21 06:08:00,146.15401,146.164,146.14799,146.16
2025-06-21 06:09:00,146.15401,146.16,146.14,146.14
2025-06-21 06:10:00,146.14,146.144,146.114,146.12399
2025-06-21 06:11:00,146.123,146.145,146.11501,146.142
2025-06-21 06:12:00,146.134,146.147,146.123,146.12601
2025-06-21 06:13:00,146.125,146.14301,146.11301,146.133
2025-06-21 06:14:00,146.13901,146.144,146.12199,146.129
2025-06-21 06:15:00,146.13,146.13901,146.121,146.138
2025-06-21 06:16:00,146.133,146.13901,146.127,146.13699
2025-06-21 06:17:00,146.131,146.142,146.12601,146.131
2025-06-21 06:18:00,146.133,146.13901,146.12199,146.13699
2025-06-21 06:19:00,146.132,146.145,146.13,146.13901
2025-06-21 06:20:00,146.136,146.15401,146.136,146.14799
2025-06-21 06:21:00,146.14999,146.159,146.13901,146.158
2025-06-21 06:22:00,146.15601,146.159,146.14,146.14999
2025-06-21 06:23:00,146.14999,146.157,146.14101,146.145
2025-06-21 06:24:00,146.144,146.153,146.14,146.144
2025-06-21 06:25:00,146.142,146.153,146.13901,146.14301
2025-06-21 06:26:00,146.146,146.151,146.13,146.132
2025-06-21 06:27:00,146.13499,146.13699,146.11099,146.129
2025-06-21 06:28:00,146.129,146.13,146.10699,146.12399
2025-06-21 06:29:00,146.12,146.13901,146.112,146.129
2025-06-21 06:30:00,146.12199,146.132,146.108,146.12199
2025-06-21 06:31:00,146.12,146.131,146.091995,146.095993
2025-06-21 06:32:00,146.095993,146.101,146.076004,146.080994
2025-06-21 06:33:00,146.082001,146.084,146.076996,146.082001
2025-06-21 06:34:00,146.084,146.084,146.054993,146.078003
2025-06-21 06:35:00,146.078995,146.080002,146.067001,146.078995
2025-06-21 06:36:00,146.074997,146.078003,146.061996,146.065994
2025-06-21 06:37:00,146.063995,146.070007,146.057007,146.063004
2025-06-21 06:38:00,146.063995,146.072998,146.052994,146.065002
2025-06-21 06:39:00,146.065002,146.082993,146.054993,146.082993
2025-06-21 06:40:00,146.078003,146.12,146.078003,146.11501
2025-06-21 06:41:00,146.108,146.116,146.089996,146.108
2025-06-21 06:42:00,146.104,146.117,146.087006,146.112
2025-06-21 06:43:00,146.11501,146.127,146.10001,146.12399
2025-06-21 06:44:00,146.12399,146.151,146.118,146.151
2025-06-21 06:45:00,146.147,146.151,146.123,146.145
2025-06-21 06:46:00,146.13901,146.145,146.11,146.123
2025-06-21 06:47:00,146.13,146.151,146.11301,146.149
2025-06-21 06:48:00,146.138,146.161,146.13,146.161
2025-06-21 06:49:00,146.153,146.17599,146.123,146.155
2025-06-21 06:50:00,146.15601,146.17599,146.118,146.155
